Day,Meal Type,Food,Regional Type,Food Type,Trimester
Monday,Lunch,Roasted,North Indian,Veg,Trimester 1
Monday,Lunch,chickpeas,North Indian,Veg,Trimester 1
Monday,Lunch,(chana),North Indian,Veg,Trimester 1
Tuesday,Breakfast,Sapodilla,North Indian,Veg,Trimester 1
Tuesday,Breakfast,(chikoo),North Indian,Veg,Trimester 1
Tuesday,Snack1,Kidney beans (rajma),North Indian,Veg,Trimester 1
Tuesday,Snack1,Bitter gourd (karela) sabzi,North Indian,Veg,Trimester 1
Tuesday,Snack1,Curd,North Indian,Veg,Trimester 1
Tuesday,Snack1,Cumin (jeera) rice,North Indian,Veg,Trimester 1
Tuesday,Lunch,Sattudrink,North Indian,Veg,Trimester 1
Wednesday,Breakfast,Guava,North Indian,Veg,Trimester 1
Wednesday,Breakfast,(amrud),North Indian,Veg,Trimester 1
Wednesday,Snack1,Soyaand potato (aloo),North Indian,Veg,Trimester 1
Wednesday,Snack1,curry,North Indian,Veg,Trimester 1
Wednesday,Snack1,Mustard greens (sarson,North Indian,Veg,Trimester 1
Wednesday,Snack1,ka saag),North Indian,Veg,Trimester 1
Wednesday,Snack1,Parantha,North Indian,Veg,Trimester 1
Wednesday,Lunch,milkshake,North Indian,Veg,Trimester 1
Wednesday,Lunch,Green gram,North Indian,Veg,Trimester 1
Wednesday,Lunch,(harimoong),North Indian,Veg,Trimester 1
Wednesday,Lunch,sprouts,North Indian,Veg,Trimester 1
Thursday,Breakfast,Orange,North Indian,Veg,Trimester 1
Thursday,Breakfast,(santara),North Indian,Veg,Trimester 1
Thursday,Snack1,Cottage cheese (shahi,North Indian,Veg,Trimester 1
Thursday,Snack1,paneer) curry,North Indian,Veg,Trimester 1
Thursday,Snack1,Okra (bhindi) sabzi,North Indian,Veg,Trimester 1
Thursday,Snack1,Buckwheat(kuttu),North Indian,Veg,Trimester 1
Thursday,Snack1,chapati,North Indian,Veg,Trimester 1
Thursday,Lunch,Jal jeera,North Indian,Veg,Trimester 1
Thursday,Lunch,Dhokla,North Indian,Veg,Trimester 1
Friday,Snack1,Peasand fenugreek,North Indian,Veg,Trimester 1
Friday,Snack1,(matar methi) pulao,North Indian,Veg,Trimester 1
Friday,Snack1,Beanswith coconut,North Indian,Veg,Trimester 1
Friday,Snack1,(beensnariyal)sabzi,North Indian,Veg,Trimester 1
Friday,Snack1,Cucumber(kheera) raita,North Indian,Veg,Trimester 1
Friday,Lunch,(nimbu pani),North Indian,Veg,Trimester 1
Friday,Lunch,Mixed nuts,North Indian,Veg,Trimester 1
Saturday,Snack1,Raw banana(kacha,North Indian,Veg,Trimester 1
Saturday,Snack1,kela) koftacurry,North Indian,Veg,Trimester 1
Saturday,Snack1,Turnip greens (shalgam,North Indian,Veg,Trimester 1
Saturday,Snack1,kasaag),North Indian,Veg,Trimester 1
Saturday,Snack1,Mint(pudina) raita,North Indian,Veg,Trimester 1
Saturday,Snack1,Sorghum flour (jowar),North Indian,Veg,Trimester 1
Saturday,Snack1,roti,North Indian,Veg,Trimester 1
Saturday,Lunch,Watermelon,North Indian,Veg,Trimester 1
Saturday,Lunch,(tarbooj) juice,North Indian,Veg,Trimester 1
Saturday,Lunch,Puffed rice,North Indian,Veg,Trimester 1
Saturday,Lunch,(murmura) with,North Indian,Veg,Trimester 1
Saturday,Lunch,peanuts,North Indian,Veg,Trimester 1
Saturday,Lunch,(moongphali),North Indian,Veg,Trimester 1
Monday,Breakfast,Pear,North Indian,Veg,Trimester 1
Monday,Breakfast,(nashpati),North Indian,Veg,Trimester 1
Monday,Snack1,Amaranth greens,North Indian,Veg,Trimester 1
Monday,Snack1,(chaulai saag),North Indian,Veg,Trimester 1
Monday,Snack1,Tomato (tamatar) chutney,North Indian,Veg,Trimester 1
Monday,Snack1,Curd,North Indian,Veg,Trimester 1
Monday,Snack1,Pearl millet(bajra) roti,North Indian,Veg,Trimester 1
Monday,Lunch,Mango (aam),North Indian,Veg,Trimester 1
Monday,Lunch,panna,North Indian,Veg,Trimester 1
Monday,Lunch,Sweet potato,North Indian,Veg,Trimester 1
Monday,Lunch,(shakarkandi),North Indian,Veg,Trimester 1
Monday,Lunch,chaat,North Indian,Veg,Trimester 1
Tuesday,Breakfast,Guava,North Indian,Veg,Trimester 1
Tuesday,Breakfast,(amrud),North Indian,Veg,Trimester 1
Tuesday,Snack1,Black-eyed pea (lobhia),North Indian,Veg,Trimester 1
Tuesday,Snack1,curry,North Indian,Veg,Trimester 1
Tuesday,Snack1,Stuffed brinjal (bharwa,North Indian,Veg,Trimester 1
Tuesday,Snack1,baingan) sabzi,North Indian,Veg,Trimester 1
Tuesday,Snack1,Mixed flour (missi) roti,North Indian,Veg,Trimester 1
Tuesday,Lunch,Pomegranate,North Indian,Veg,Trimester 1
Tuesday,Lunch,(anaar) juice,North Indian,Veg,Trimester 1
Tuesday,Lunch,Mixed nuts,North Indian,Veg,Trimester 1
Tuesday,Lunch,with figs,North Indian,Veg,Trimester 1
Tuesday,Lunch,(anjeer),North Indian,Veg,Trimester 1
Wednesday,Breakfast,Grapes,North Indian,Veg,Trimester 1
Wednesday,Breakfast,(angoor),North Indian,Veg,Trimester 1
Wednesday,Snack1,Horse gram (kala chana),North Indian,Veg,Trimester 1
Wednesday,Snack1,Pumpkin (kaddu) sabzi,North Indian,Veg,Trimester 1
Wednesday,Snack1,Curd,North Indian,Veg,Trimester 1
Wednesday,Snack1,Chapati/rice,North Indian,Veg,Trimester 1
Wednesday,Lunch,Coconut water,North Indian,Veg,Trimester 1
Wednesday,Lunch,(nariyalpani),North Indian,Veg,Trimester 1
Wednesday,Lunch,Dhokla,North Indian,Veg,Trimester 1
Thursday,Breakfast,Mango,North Indian,Veg,Trimester 1
Thursday,Breakfast,(aam),North Indian,Veg,Trimester 1
Thursday,Snack1,Coconut (nariyal) rice,North Indian,Veg,Trimester 1
Thursday,Snack1,Drumstick (shinghphali),North Indian,Veg,Trimester 1
Thursday,Snack1,Roasted papad,North Indian,Veg,Trimester 1
Thursday,Snack1,Rasam,North Indian,Veg,Trimester 1
Thursday,Lunch,Lemonade,North Indian,Veg,Trimester 1
Thursday,Lunch,(nimbupani),North Indian,Veg,Trimester 1
Thursday,Lunch,Pea(matar),North Indian,Veg,Trimester 1
Thursday,Lunch,sproutschaat,North Indian,Veg,Trimester 1
Friday,Snack1,Red lentils (masoor) dal,North Indian,Veg,Trimester 1
Friday,Snack1,Fenugreek greens(methi,North Indian,Veg,Trimester 1
Friday,Snack1,saag),North Indian,Veg,Trimester 1
Friday,Snack1,Cucumberand spring,North Indian,Veg,Trimester 1
Friday,Snack1,onion(kheerahari pyaaz),North Indian,Veg,Trimester 1
Friday,Lunch,Buttermilk,North Indian,Veg,Trimester 1
Friday,Lunch,(chhaach),North Indian,Veg,Trimester 1
Friday,Lunch,Walnuts,North Indian,Veg,Trimester 1
Friday,Lunch,(akhrot) and,North Indian,Veg,Trimester 1
Friday,Lunch,raisins,North Indian,Veg,Trimester 1
Friday,Lunch,(kishmish),North Indian,Veg,Trimester 1
Saturday,Breakfast,Orange,North Indian,Veg,Trimester 1
Saturday,Breakfast,(santara),North Indian,Veg,Trimester 1
Saturday,Snack1,Mung bean and Lamb's,North Indian,Veg,Trimester 1
Saturday,Snack1,quarter (bathuamoong),North Indian,Veg,Trimester 1
Saturday,Snack1,dal,North Indian,Veg,Trimester 1
Saturday,Snack1,Carrot and peas(gajar,North Indian,Veg,Trimester 1
Saturday,Snack1,matar) sabzi,North Indian,Veg,Trimester 1
Saturday,Snack1,Onion (pyaaz) raita,North Indian,Veg,Trimester 1
Saturday,Snack1,Chapati/rice,North Indian,Veg,Trimester 1
Monday,Breakfast,Grapes,North Indian,Veg,Trimester 2
Monday,Breakfast,(angoor),North Indian,Veg,Trimester 2
Monday,Snack1,Mung bean (moong),North Indian,Veg,Trimester 2
Monday,Snack1,dal,North Indian,Veg,Trimester 2
Monday,Snack1,Beans(beens) sabzi,North Indian,Veg,Trimester 2
Monday,Snack1,Curd(dahi),North Indian,Veg,Trimester 2
Monday,Snack1,Onion (pyaaz) parantha,North Indian,Veg,Trimester 2
Monday,Lunch,Lemonade,North Indian,Veg,Trimester 2
Monday,Lunch,(nimbupani),North Indian,Veg,Trimester 2
Monday,Lunch,Corn (makka),North Indian,Veg,Trimester 2
Monday,Lunch,chaat,North Indian,Veg,Trimester 2
Tuesday,Breakfast,Apple (seb),North Indian,Veg,Trimester 2
Tuesday,Snack1,Soyacurry,North Indian,Veg,Trimester 2
Tuesday,Snack1,Ridge gourd (tori) sabzi,North Indian,Veg,Trimester 2
Tuesday,Snack1,Pomegranate (anaar),North Indian,Veg,Trimester 2
Tuesday,Snack1,raita,North Indian,Veg,Trimester 2
Tuesday,Snack1,Chapati/rice,North Indian,Veg,Trimester 2
Tuesday,Lunch,Coconut water,North Indian,Veg,Trimester 2
Tuesday,Lunch,(nariyalpani),North Indian,Veg,Trimester 2
Tuesday,Lunch,Flattened rice,North Indian,Veg,Trimester 2
Tuesday,Lunch,(poha) with,North Indian,Veg,Trimester 2
Tuesday,Lunch,mixed,North Indian,Veg,Trimester 2
Tuesday,Lunch,vegetables,North Indian,Veg,Trimester 2
Wednesday,Breakfast,Sapodilla,North Indian,Veg,Trimester 2
Wednesday,Breakfast,(chikoo),North Indian,Veg,Trimester 2
Wednesday,Snack1,Spicy chickpeas(Pindi,North Indian,Veg,Trimester 2
Wednesday,Snack1,chhole),North Indian,Veg,Trimester 2
Wednesday,Snack1,Okra (bhindi) sabzi,North Indian,Veg,Trimester 2
Wednesday,Snack1,Curd(dahi),North Indian,Veg,Trimester 2
Wednesday,Snack1,Kulcha/pav,North Indian,Veg,Trimester 2
Wednesday,Lunch,Mango(aam),North Indian,Veg,Trimester 2
Wednesday,Lunch,panna,North Indian,Veg,Trimester 2
Wednesday,Lunch,Walnuts,North Indian,Veg,Trimester 2
Wednesday,Lunch,(akhrot),North Indian,Veg,Trimester 2
Thursday,Breakfast,Watermelon,North Indian,Veg,Trimester 2
Thursday,Breakfast,(tarbooj),North Indian,Veg,Trimester 2
Thursday,Snack1,Mixed(milijhuli) dal,North Indian,Veg,Trimester 2
Thursday,Snack1,Brinjal (baingan bharta),North Indian,Veg,Trimester 2
Thursday,Snack1,sabzi,North Indian,Veg,Trimester 2
Thursday,Snack1,Cucumber (kheera),North Indian,Veg,Trimester 2
Thursday,Snack1,raita,North Indian,Veg,Trimester 2
Thursday,Lunch,Jaljeera,North Indian,Veg,Trimester 2
Thursday,Lunch,Carrotand,North Indian,Veg,Trimester 2
Thursday,Lunch,cucumber,North Indian,Veg,Trimester 2
Thursday,Lunch,(gajarkheera),North Indian,Veg,Trimester 2
Thursday,Lunch,sticks,North Indian,Veg,Trimester 2
Friday,Breakfast,Ripe papaya,North Indian,Veg,Trimester 2
Friday,Breakfast,(papita),North Indian,Veg,Trimester 2
Friday,Snack1,Pigeon peas,North Indian,Veg,Trimester 2
Friday,Snack1,(arhar/toor) dal,North Indian,Veg,Trimester 2
Friday,Snack1,Beetroot (chukandar),North Indian,Veg,Trimester 2
Friday,Snack1,sabzi,North Indian,Veg,Trimester 2
Friday,Snack1,Onion (pyaaz) raita,North Indian,Veg,Trimester 2
Friday,Snack1,Chapati/rice,North Indian,Veg,Trimester 2
Friday,Lunch,Sattudrink,North Indian,Veg,Trimester 2
Saturday,Breakfast,Banana,North Indian,Veg,Trimester 2
Saturday,Breakfast,(kela),North Indian,Veg,Trimester 2
Saturday,Snack1,Spinachand cottage,North Indian,Veg,Trimester 2
Saturday,Snack1,cheese (paalak,North Indian,Veg,Trimester 2
Saturday,Snack1,paneer) curry,North Indian,Veg,Trimester 2
Saturday,Snack1,Lotus stem (kamal,North Indian,Veg,Trimester 2
Saturday,Snack1,kakri) sabzi,North Indian,Veg,Trimester 2
Saturday,Snack1,Chapati/rice,North Indian,Veg,Trimester 2
Saturday,Lunch,Almond,North Indian,Veg,Trimester 2
Saturday,Lunch,(badaam) milk,North Indian,Veg,Trimester 2
Saturday,Lunch,Fox nut,North Indian,Veg,Trimester 2
Saturday,Lunch,(makhana),North Indian,Veg,Trimester 2
Saturday,Dinner,n|Second trimester: Plan 1,North Indian,Veg,Trimester 2
Saturday,Dinner,nfoods that are rich in,North Indian,Veg,Trimester 2
Saturday,Dinner,in bluefoods that are rich in,North Indian,Veg,Trimester 2
Saturday,Dinner,e rich in betacarotene. You'll,North Indian,Veg,Trimester 2
Saturday,Dinner,ighlighted in green foods,North Indian,Veg,Trimester 2
Saturday,Dinner,e foods containing caffeine.,North Indian,Veg,Trimester 2
Saturday,Dinner,rb iron.,North Indian,Veg,Trimester 2
Saturday,Dinner,Dinner,North Indian,Veg,Trimester 2
Saturday,Dinner,Mixed vegetable,North Indian,Veg,Trimester 2
Saturday,Dinner,khichdi,North Indian,Veg,Trimester 2
Saturday,Dinner,Mint(pudina) raita,North Indian,Veg,Trimester 2
Saturday,Dinner,Roasted papad,North Indian,Veg,Trimester 2
Saturday,Dinner,Red lentil (masoor),North Indian,Veg,Trimester 2
Saturday,Dinner,dal,North Indian,Veg,Trimester 2
Saturday,Dinner,Round gourd (tinda),North Indian,Veg,Trimester 2
Saturday,Dinner,sabzi,North Indian,Veg,Trimester 2
Saturday,Dinner,Radish and carrot,North Indian,Veg,Trimester 2
Saturday,Dinner,(mooligajar) salad,North Indian,Veg,Trimester 2
Saturday,Dinner,Finger millet (ragi),North Indian,Veg,Trimester 2
Saturday,Dinner,roti,North Indian,Veg,Trimester 2
Saturday,Dinner,Mushroom and peas,North Indian,Veg,Trimester 2
Saturday,Dinner,(khumbmatar) curry,North Indian,Veg,Trimester 2
Saturday,Dinner,Bitter gourd (karela),North Indian,Veg,Trimester 2
Saturday,Dinner,Chapati/rice,North Indian,Veg,Trimester 2
Saturday,Dinner,Soyachunks curry,North Indian,Veg,Trimester 2
Saturday,Dinner,Fenugreekand potato,North Indian,Veg,Trimester 2
Saturday,Dinner,(methialoo)sabzi,North Indian,Veg,Trimester 2
Saturday,Dinner,Bottle gourd (lauki),North Indian,Veg,Trimester 2
Saturday,Dinner,koftacurry,North Indian,Veg,Trimester 2
Saturday,Dinner,Beans(beens) sabzi,North Indian,Veg,Trimester 2
Saturday,Dinner,Mixed flour (missi),North Indian,Veg,Trimester 2
Saturday,Dinner,Black eyed peas,North Indian,Veg,Trimester 2
Saturday,Dinner,k (lobhia),North Indian,Veg,Trimester 2
Saturday,Dinner,Pumpkin(kaddu),North Indian,Veg,Trimester 2
Saturday,Dinner,Curd(dahi),North Indian,Veg,Trimester 2
Saturday,Dinner,Mungbean (moong),North Indian,Veg,Trimester 2
Saturday,Dinner,Spring onion and,North Indian,Veg,Trimester 2
Saturday,Dinner,potato (haripyaaz,North Indian,Veg,Trimester 2
Saturday,Dinner,aloo) sabzi,North Indian,Veg,Trimester 2
Saturday,Dinner,h),North Indian,Veg,Trimester 2
Saturday,Dinner,www.babycenter.in,North Indian,Veg,Trimester 2
Monday,Breakfast,Muskmelon,North Indian,Veg,Trimester 2
Monday,Breakfast,(kharbooja),North Indian,Veg,Trimester 2
Monday,Snack1,Horse gram (kalachana),North Indian,Veg,Trimester 2
Monday,Snack1,curry,North Indian,Veg,Trimester 2
Monday,Snack1,Okra (bhindi) sabzi,North Indian,Veg,Trimester 2
Monday,Snack1,Cucumber and flaxseed,North Indian,Veg,Trimester 2
Monday,Snack1,(kheeraalsi) raita,North Indian,Veg,Trimester 2
Monday,Snack1,Rice,North Indian,Veg,Trimester 2
Monday,Lunch,Coconut water,North Indian,Veg,Trimester 2
